taxon,taxon_group,name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,normalized_name
Tympanomma binoctonum,radiolarians,,,,,
Glaphyrocysta ordinata,dinoflagellates,,,,,
Candeina antarctica,planktic foraminfera,,,,,
Morozovella densa,planktic foraminfera,,,,,
Grammatophora undulata,diatoms,,,,,
Haliometta miocenica,radiolarians,,,,,
Neoraistrickia sp.,pollen,,276665.0,Neoraistrickia,genus,
Zonalapollenites trilobatus,pollen,,,,,
Distephanus speculum speculum septenarius,silicoflagellates,,,,,
Gyroidina parva,benthic foraminifera,,,,,
Paradictyocha circulus,silicoflagellates,,,,,
Prediscosphaera decora,nannofossils,,,,,
Mesocena pentagona,silicoflagellates,,,,,
Haplophragmoides carinatus,benthic foraminifera,,,,,
Acanthoica sp.,nannofossils,,,,,
Turborotalia prasaepis,planktic foraminfera,,,,,
Nodosaria obliqua,benthic foraminifera,,,,,
Coscinodiscus yabei,diatoms,,,,,
Distephanus octacanthus,silicoflagellates,,,,,
Chiloguembelina midwayensis midwayensis,planktic foraminfera,,,,,
Nitzschia kolaczeckii,diatoms,,,,,
Discoasteroides bramlettei,nannofossils,,,,,
Endictya robustus,diatoms,,,,,
Pseudonodosaria conica,benthic foraminifera,,,,,
Trilites tuberculiformis,pollen,,276587.0,Trilites tuberculiformis,species,
Turborotalita anfracta,planktic foraminfera,,,,,
Hastigerina prolixa,planktic foraminfera,,,,,
Laticarinina halophora,benthic foraminifera,,,,,
Bolivina anastomosa,benthic foraminifera,,,,,
Thecosphaerella ptomatus,radiolarians,,,,,
Triceratium nobile,diatoms,,,,,
Syracosphaera formosa,nannofossils,,,,,
Lipmanella irregularis,radiolarians,,,,,
Brachiospyris simplex,radiolarians,,,,,
Turborotalia acostaensis,planktic foraminfera,,,,,
Favocossidulina costata,benthic foraminifera,,,,,
Macrocypris sp.,ostracod,,24254.0,Macrocypris,genus,
Lamprocyclas sanfilipoae,radiolarians,,,,,
Discolithina callosa,nannofossils,,,,,
Spiniferites cornutus,dinoflagellates,,323997.0,Spiniferites cornutus,species,
Globigerina hornbrooki,planktic foraminfera,,,,,
Globorotalia birnigae,planktic foraminfera,,,,,
Discoaster brouweri recurvus,nannofossils,,,,,
Lithodesmium cornigerum,diatoms,,,,,
Fissurina laevigata,benthic foraminifera,,202114.0,Fissurina laevigata,species,
Globorotalia baverensis,planktic foraminfera,,,,,
Markalius variabilis,nannofossils,,,,,
Pylospira sp.,radiolarians,,432806.0,Pylospira,genus,
Bolivina pseudospissa,benthic foraminifera,,,,,
Globigerinita africana,planktic foraminfera,,,,,
Turborotalia birnagae,planktic foraminfera,,,,,
Subbotina minutula,planktic foraminfera,,,,,
Ophioglossaceae,pollen,,54779.0,Ophioglossaceae,family,
Lychnocanium korotnevi,radiolarians,,,,,
Tricolocapsa papillosa,radiolarians,,,,,
Helicopontosphaera burkei,nannofossils,,,,,
Dendrospyris pannosa,radiolarians,,,,,
Peritrachelina joidesa,nannofossils,,,,,
Spiniferites cingulatus,dinoflagellates,,322354.0,Spiniferites cingulatus,species,
Coscinodiscus waikii,diatoms,,,,,
Thalassionema gravida,diatoms,,,,,
Naviculopsis biapiculata s.ampl.,silicoflagellates,,,,,
Naviculopsis aspera,silicoflagellates,,,,,
Globorotalia spinulosa,planktic foraminfera,,,,,
Discolithina solida,nannofossils,,,,,
Gladius jouseanus,diatoms,,,,,
Anomalina globulosa,benthic foraminifera,,,,,
Distephanus crux pentagonus,silicoflagellates,,,,,
Globorotalia reissi,planktic foraminfera,,,,,
Brightwellia spiralis,diatoms,,,,,
Pontocyprella sp.,ostracod,,24462.0,Pontocyprella,genus,
Rhamnus sp.,pollen,,54702.0,Rhamnus,genus,
Nitzschia januaria,diatoms,,,,,
Distephanus crux loeblichii,silicoflagellates,,,,,
Nodosaria ewaldi,benthic foraminifera,,352092.0,Nodosaria ewaldi,species,
Coscinodiscus tabularis egregius,diatoms,,,,,
Distephanus staurodon,silicoflagellates,,,,,
Distephanus crux crux,silicoflagellates,,,,,
Cintactiniscus sp.,ebridians,,,,,
Rhabdosphaera procera,nannofossils,,,,,
Praeorbulina glomerosa circularis,planktic foraminfera,,,,,
Distephanus schauinslandii stradneri,silicoflagellates,,,,,
Amphora holsatica,diatoms,,,,,
Cibicidoides aknerianus,benthic foraminifera,,,,,
Dictyomitra densicostata,radiolarians,,165382.0,Dictyomitra densicostata,species,
Globanomalina micra,planktic foraminfera,,,,,
Lagena lineata,benthic foraminifera,,,,,
Pararotalia byramensis,benthic foraminifera,,,,,
Densosporites velatus,pollen,,,,,
Lamptonium obelix,radiolarians,,,,,
Thalictrum,pollen,,,,,
Actinocyclus ingens ingens,diatoms,,,,,
Hystrichosphaera ramosa,dinoflagellates,,,,,
Siphogenerina senni,benthic foraminifera,,,,,
Morozovella laevigata,planktic foraminfera,,,,,
Liriospyris geniculosa,radiolarians,,,,,
Hemidiscus weissflogi,diatoms,,,,,
Coscinodiscus symbolophorus group,diatoms,,,,,
Triceratium pulvinar,diatoms,,,,,
Praeglobotruncana havanensis,planktic foraminfera,,,,,
Homotryblium tenuispinosum,dinoflagellates,,,,,
Thalassionema sp.,diatoms,,82176.0,Thalassionema,genus,
Rhizosolenia seligera,diatoms,,,,,
Angulogerina occidentalis,benthic foraminifera,,355061.0,Angulogerina occidentalis,species,
Stilostomella matazana,benthic foraminifera,,,,,
Spiniferites ramosus granosus,dinoflagellates,,,,,
Diploneis nitescens,diatoms,,,,,
Spongaster tetras irregularis,radiolarians,,,,,
Coronocyclas serratus,nannofossils,,,,,
Thoracosphaera imperforata,nannofossils,,,,,
Charltonina florialis,benthic foraminifera,,,,,
Globigerina jacksonensis,planktic foraminfera,,,,,
Fissurina solida,benthic foraminifera,,,,,
Asteromphalus darwinii,diatoms,,,,,
Hanzawaia illingi,benthic foraminifera,,,,,
Amaurolithus ninae,nannofossils,,,,,
Deflandrea cretacea,dinoflagellates,,,,,
Hemiaulus longicornis,diatoms,,,,,
Uvigerina vaderescens,benthic foraminifera,,,,,
Coscinodiscus miocenicus fossilis,diatoms,,,,,
Turborotalia praefohsi,planktic foraminfera,,,,,
Trochoaster deflandrei,nannofossils,,,,,
Lophophaena capito,radiolarians,,,,,
Pseudopodosira westii,diatoms,,,,,
Dictyocha pumila,silicoflagellates,,,,,
Thalassiosira excentrica leasareolatus,diatoms,,,,,
Cretarhabdus decussatus,nannofossils,,,,,
Impagidinium velorum,dinoflagellates,,,,,
Melosira dickei,diatoms,,,,,
Apectodinium homomorphum,dinoflagellates,,,,,
Spirocyrtis scalaris,radiolarians,,,,,
Dictyocha elongata,silicoflagellates,,,,,
Globorotalia tumida subsp.,planktic foraminfera,,,,,
Biorbulina bilobata,planktic foraminfera,,,,,
Naviculopsis quadrata,silicoflagellates,,,,,
Navicula impercepta,diatoms,,,,,
Globorotalia birnagae,planktic foraminfera,,,,,
Nodosaria spirostriolata,benthic foraminifera,,,,,
Huttonia antiqua,diatoms,,,,,
Cibicides spiropunctatus,benthic foraminifera,,,,,
Orosphaeridae,radiolarians,,64242.0,Orosphaeridae,family,
Lampromitra petrushevskae,radiolarians,,,,,
Clavulina midwayensis,benthic foraminifera,,,,,
Acarinina rugosoaculeata,planktic foraminfera,,,,,
Ericsonia fenestrata,nannofossils,,,,,
Astronion guadelupae,benthic foraminifera,,,,,
Anaulus birostratus,diatoms,,,,,
Miogypsinoides ubaghsi,benthic foraminifera,,,,,
Blackites rectus,nannofossils,,,,,
Monoceratina tricuspidata,ostracod,,,,,
Naviculopsis lacrima,silicoflagellates,,,,,
Astrosphaerin sp.,radiolarians,,,,,
Thalassiphora pelagica,dinoflagellates,,326019.0,Thalassiphora pelagica,species,
Uvigerina subperegrina,benthic foraminifera,,,,,
Aragonina aragonensis,benthic foraminifera,,,,,
Retitricolporites irregularis,pollen,,250658.0,Retitricolporites irregularis,species,
Carpocanistrum pulchrum,radiolarians,,,,,
Thalassiosira nidulus delicatus,diatoms,,,,,
Calocycloma hispida,radiolarians,,,,,
Muelleriopsis limbata,diatoms,,,,,
Cladogramma dubium,diatoms,,,,,
Dictyocha fibula perlaevis,silicoflagellates,,,,,
Cyclogyra fohacea,benthic foraminifera,,,,,
Globorotalia aequa,planktic foraminfera,,,,,
Cepekiella lumina,nannofossils,,,,,
Candiena sp.,benthic foraminifera,,,,,
Globigerina woodi s. l.,planktic foraminfera,,,,,
Pararotalia debourlei,benthic foraminifera,,,,,
Craspedodiscus rhombicus,diatoms,,,,,
Globigerina pseudoeocaena,planktic foraminfera,,,,,
Actinocyclus neogradensis,diatoms,,,,,
Globoquadrina niraensis,planktic foraminfera,,,,,
Tholospyris cortinisca,radiolarians,,,,,
Globigerina triloculinoides,planktic foraminfera,,355106.0,Globigerina triloculinoides,species,
Asterolampra gradiata,diatoms,,,,,
Zygodiscus minimus,nannofossils,,88660.0,Zygodiscus minimus,species,
Rutilaria areolata,diatoms,,,,,
Corbisema bimucronata elegans,silicoflagellates,,,,,
Turborotalia pseudobulloides,planktic foraminfera,,,,,
Pontosphaera obliquipons,nannofossils,,,,,
Dorstenia sp.,pollen,,,,,
Pyxidiella sp.,dinoflagellates,,336773.0,Pyxidiella,genus,
Globotruncana gagnebini,planktic foraminfera,,,,,
Pseudopodosira wittii,diatoms,,,,,
Islandiella cushmani,benthic foraminifera,,,,,
Asterolampra areolata,diatoms,,,,,
Oolina costata,benthic foraminifera,,,,,
Gyroidina planulata,benthic foraminifera,,355078.0,Gyroidina planulata,species,
Ceratolithus separatus,nannofossils,,,,,
Rhaphoneis elliptica,diatoms,,,,,
Ommatartus antepenultimus,radiolarians,,,,,
Corbisema jerseyensis,silicoflagellates,,,,,
Reticulofenestra clatrata,nannofossils,,,,,
Rubiaceae,pollen,,55784.0,Rubiaceae,family,
Nodosaria delicatula,benthic foraminifera,,,,,
Peromonolites sp.,pollen,,264490.0,Peromonolites,genus,
Globorotalia cerroazulensis cerroazulensis,planktic foraminfera,,,,,
Globorotalia mckannai,planktic foraminfera,,,,,
Triloculina lucernula,benthic foraminifera,,,,,
Hemiplacophora semilonifera,dinoflagellates,,,,,
Cassidulina islandica,benthic foraminifera,,,,,
Coccolithus cribellum,nannofossils,,,,,
Dendrospyris acuta,radiolarians,,,,,
Globigerinita unicava,planktic foraminfera,,,,,
Cruciplacolithus subrotundus,nannofossils,,,,,
Tetralithus obscurus,nannofossils,,88117.0,Tetralithus obscurus,species,
Coscinodiscus crenulatus,diatoms,,,,,
Cibicidoides tuxpamensis,benthic foraminifera,,,,,
Botryocella cribrosa,radiolarians,,,,,
Dictyocha pons,silicoflagellates,,,,,
Nitzschia sp.,diatoms,,82165.0,Nitzschia,genus,
Hemiaulus kittonii,diatoms,,,,,
Bolivina alazanensis,benthic foraminifera,,,,,
Cibicidoides dayi,benthic foraminifera,,,,,
Glyphodesmis williamsonii,diatoms,,,,,
Denticula seminae,diatoms,,,,,
Pelosina dubia,benthic foraminifera,,,,,
Corbisema hastata globulata,silicoflagellates,,,,,
Turborotalia crassaformis,planktic foraminfera,,,,,
Mesocena venusta,silicoflagellates,,,,,
Planorotalites pusillus pusillus,planktic foraminfera,,,,,
Denticula kanayae,diatoms,,,,,
Lyramula tenuipertica laevis,silicoflagellates,,,,,
Matanzia sp.,benthic foraminifera,,1820.0,Matanzia,genus,
Asteromphalus hungaricus,diatoms,,,,,
Globorotalia occlusa,planktic foraminfera,,,,,
Gonyaulacacean sp.,dinoflagellates,,,,,
Liriospyris hexapoda,radiolarians,,,,,
Discoasteroides kuepperi,nannofossils,,,,,
Bolivina subadvena(q),benthic foraminifera,,,,,
Rugoglobigerina sp.,planktic foraminfera,,2440.0,Rugoglobigerina,genus,
Globorotalia frontosa,planktic foraminfera,,,,,
Articulina tubulosa,benthic foraminifera,,,,,
Globorotalia atlantica,planktic foraminfera,,,,,
Stetsonia danvillensis,benthic foraminifera,,,,,
Brightwellia hyperborea,diatoms,,,,,
Cymbella sinuata,diatoms,,,,,
Rhaphoneis tatsunokuchiensis,diatoms,,,,,
Spongosaturninus sp.,radiolarians,,66370.0,Spongosaturninus,genus,
Coscinodiscus lewisianus robustus,diatoms,,,,,
Spiroplectammina israelskyi,benthic foraminifera,,,,,
Cymatodiscus planetophorus,diatoms,,,,,
Tsuga sp.,pollen,,,,,
Cannopilus sphaericus,silicoflagellates,,,,,
Surirella striatula,diatoms,,,,,
Cibicides whitei,benthic foraminifera,,,,,
Dicolpopollis sp.,pollen,,308624.0,Dicolpopollis,genus,
Globorotalia pseudopumilio,planktic foraminfera,,,,,
Artostrobium rhinoceros,radiolarians,,,,,
Cibicides granulosa,benthic foraminifera,,,,,
Globorotalia cultrata cultrata,planktic foraminfera,,,,,
Lithochytris turgidulum,radiolarians,,,,,
Reticulofenestra tenustriata,nannofossils,,,,,
Globigerina nitida,planktic foraminfera,,,,,
Hexacontium palaeocenicum,radiolarians,,,,,
Globoquadrina hexagona,planktic foraminfera,,422317.0,Globoquadrina hexagona,species,
Eoconuloides sp.(q),benthic foraminifera,,,,,
Globorotalia lobata,planktic foraminfera,,,,,
Globigerina bulloides calida,planktic foraminfera,,,,,
Pullenia duplicata,benthic foraminifera,,,,,
Elaterosporites verrucatus,dinoflagellates,,252710.0,Elaterosporites verrucatus,species,
Lyramula furcula,silicoflagellates,,,,,
Stilostomella caribaea,benthic foraminifera,,,,,
Cordosphaeridium biarmatum,dinoflagellates,,,,,
Chaetoceros lauderi,diatoms,,,,,
Theocorys sp.,radiolarians,,678.0,Theocorys,genus,
Globorotalia pumilio,planktic foraminfera,,,,,
Pulvinulinella atlantisae,benthic foraminifera,,,,,
Dentalina eocenica,benthic foraminifera,,,,,
Stephanopyxis megapora,diatoms,,,,,
Dictyocha messanensis aspinosa,silicoflagellates,,,,,
Polysolenia homospina,radiolarians,,,,,
Druppatractus irregularis,radiolarians,,,,,
Cannopilus iidaensis,silicoflagellates,,,,,
Globorotalia cerroazulensis frontosa,planktic foraminfera,,,,,
Asterolampra insignis,diatoms,,,,,
Distephanus paradistephanus,silicoflagellates,,,,,
Corylus sp.,pollen,,55296.0,Corylus,genus,
Heteraulacysta campanula,dinoflagellates,,,,,
Textularia conica,benthic foraminifera,,,,,
Tholospyris devexa,radiolarians,,,,,
Globorotalia esnaensis,planktic foraminfera,,,,,
Distephanus speculum quintus,silicoflagellates,,,,,
Eucyrtidium  spp.,radiolarians,,,,,
Lithodontium furcatum,phytoliths,,,,,
Piper sp.,pollen,,,,,
Globigerina topilensis,planktic foraminfera,,,,,
Stilostomella spimea,benthic foraminifera,,,,,
Mesocena oamaruensis quadrangula,silicoflagellates,,,,,
Asterolampra vulgaris,diatoms,,,,,
Eiffellithus anceps,nannofossils,,,,,
Theocampe callimorphos,radiolarians,,,,,
Brizalina bradyi,benthic foraminifera,,,,,
Hemiaulus capitatus,diatoms,,,,,
Lithopera baueri,radiolarians,,,,,
Helicopontosphaera heezenii,nannofossils,,,,,
Schizodiscus disymmetricus,radiolarians,,,,,
Phthanoperidinium sp.,dinoflagellates,,,,,
Neoflabellina rugosa,benthic foraminifera,,,,,
Mastogloia sp.,diatoms,,,,,
Coccolithis pliopelagicus,nannofossils,,,,,
Cannopilus schulzii,silicoflagellates,,,,,
Reticulofenestra daviesi,nannofossils,,,,,
Morozovella aragonensis aragonensis,planktic foraminfera,,,,,
Lagena castrensis,benthic foraminifera,,,,,
Wetzeliella varilongituda,dinoflagellates,,,,,
Dictyocha quadralta,silicoflagellates,,,,,
Theocampe amphora group,radiolarians,,,,,
Globorotalia tumida lata,planktic foraminfera,,,,,
Mesocena apiculata apiculata,silicoflagellates,,,,,
Acarinina angulata,planktic foraminfera,,,,,
Meyeripollis sp.,pollen,,,,,
Nodosaria paupercula,benthic foraminifera,,,,,
Paramesocena dumitrica,silicoflagellates,,,,,
Theocotyle cryptocephala cryrtocephala,radiolarians,,,,,
Podosira stelliger,diatoms,,,,,
Discoaster aulakos,nannofossils,,,,,
Aulacosira distans,diatoms,,,,,
Arenobulimina cuskleyae,benthic foraminifera,,,,,
Dictyoconus floridanus,benthic foraminifera,,,,,
Coscinodiscus extravagans,diatoms,,,,,
Membranosphaera sp.,dinoflagellates,,276518.0,Membranosphaera,genus,
Xiphosphaera tesseractis,radiolarians,,,,,
Discoaster obtusus,nannofossils,,,,,
Cannartus laticonus,radiolarians,,,,,
Lithostromation perdurum,nannofossils,,,,,
Epistominella rugosa,benthic foraminifera,,,,,
Phormostichoartus multiseriatus,radiolarians,,,,,
Bairdia cymbula,ostracod,,,,,
Scyphosphaera aequatorialis,nannofossils,,,,,
Rhizosolenia hebetata hiemalis-spinosa,diatoms,,,,,
Fibrocysta axiale,dinoflagellates,,,,,
Siphogenerina raphanus,benthic foraminifera,,,,,
Nympheaceae,pollen,,,,,
Scyphosphaera recta,nannofossils,,,,,
Hastigerinella digitata,planktic foraminfera,,,,,
Actiniscus tetrasterias,ebridians,,,,,
Heliolithus universus,nannofossils,,,,,
Epithemia reichelti,diatoms,,,,,
Globorotalia fohsi robusta,planktic foraminfera,,,,,
Globorotalia cerroazulensis possagnoensis,planktic foraminfera,,,,,
Pentadinium laticinctum,dinoflagellates,,412408.0,Pentadinium laticinctum,species,
Clathrocyclas dominasinensis,radiolarians,,,,,
Melosira granulata curvata,diatoms,,,,,
Globorotalia ventriosa,planktic foraminfera,,,,,
Ammopalmula sp.,benthic foraminifera,,824.0,Ammopalmula,genus,
Xestolebris sp.(q),ostracod,,,,,
Hermesium adriaticum,ebridians,,,,,
Cystophormis ob,radiolarians,,,,,
Uvigerina ampullacea,benthic foraminifera,,,,,
Globigerina ouachitaensis gnaucki,planktic foraminfera,,,,,
Quinqueloculina seminulum,benthic foraminifera,,,,,
Marginulinopsis sp.,benthic foraminifera,,1812.0,Marginulinopsis,genus,
Brizalina anastamosa,benthic foraminifera,,,,,
Discolithina versa,nannofossils,,,,,
Ericsonia fenestra s.ampl.,nannofossils,,,,,
Rhoicosphenia curvata,diatoms,,,,,
Corbisema spinosa,silicoflagellates,,,,,
Globorotalia crassula viola,planktic foraminfera,,,,,
Globigerina stainforthi praestainforthi,planktic foraminfera,,,,,
Cocconeis pellucida,diatoms,,,,,
Morozovella bandyi,planktic foraminfera,,,,,
Pseudoclavulina gaultina,benthic foraminifera,,,,,
Globoquadrina langhiana,planktic foraminfera,,,,,
Dictyocha variabilis,silicoflagellates,,,,,
Heliaster hexagonium,radiolarians,,,,,
Scyphosphaera australiensis,nannofossils,,,,,
Gyroidina io,benthic foraminifera,,,,,
Dictyocha pulchella inflata,silicoflagellates,,,,,
Hexacontium hootsi,radiolarians,,,,,
Rectuvigerina prisca,benthic foraminifera,,,,,
Ellipsonodosaria sp.,benthic foraminifera,,355064.0,Ellipsonodosaria,genus,
Stephanodiscus marginatus,diatoms,,,,,
Distephanus crux bispinosus crux,silicoflagellates,,,,,
Siphostichoartus corona,radiolarians,,,,,
Lagena striata-punctata,benthic foraminifera,,,,,
Globorotalia crassula crassafromis,planktic foraminfera,,,,,
Parhabdolithus asper,nannofossils,,,,,
Siphonodosaria verneuili,benthic foraminifera,,,,,
Androspyris fenestrata,radiolarians,,,,,
Pseudorocella barbadiensis,dinoflagellates,,,,,
Tepka perforata,silicoflagellates,,,,,
Tanyosphaeridium paradoxum,dinoflagellates,,,,,
Brigantedinium cariacoensis,dinoflagellates,,,,,
Astronion charlottensis,benthic foraminifera,,,,,
Mesocena diodon nodosa,silicoflagellates,,,,,
Alangium sp.,pollen,,260469.0,Alangium,genus,
Denticula kamtschatica,diatoms,,,,,
Amphirhopalum sp.,radiolarians,,84844.0,Amphirhopalum,genus,
Globorotalia subcretacea,planktic foraminfera,,,,,
Quadrum sp.,nannofossils,,87743.0,Quadrum,genus,
Marginulina alazaensis,benthic foraminifera,,,,,
Lenticulina gyroscalpra,benthic foraminifera,,,,,
Melitasphaeridium pseudorecurvatum,dinoflagellates,,,,,
Pterocarya sp.,pollen,,55292.0,Pterocarya,genus,
Globigerina incompta,planktic foraminfera,,422468.0,Globigerina incompta,species,
Fragilaria pinnata,diatoms,,,,,
Bachmannocena oamaruensis,silicoflagellates,,,,,
Globigerina praedehiscens,planktic foraminfera,,,,,
Cyclolithella robusta,nannofossils,,,,,
Quadrimorphina glabra,benthic foraminifera,,,,,
Baxteriopsis brunii,diatoms,,,,,
Chiastozygus cuneatus,nannofossils,,,,,
Siphocampe aquilonaris,radiolarians,,,,,
Pulsiphonina prima,benthic foraminifera,,,,,
Tritaxia midwayensis,benthic foraminifera,,,,,
Globorotalia opima opima,planktic foraminfera,,,,,
Cribrostomoides arenaceus,benthic foraminifera,,,,,
Cornutella sp.,radiolarians,,472.0,Cornutella,genus,
Mesocena menusta,silicoflagellates,,,,,
Melosira rossica,diatoms,,,,,
Impletosphaeridium rugosum,dinoflagellates,,,,,
Plagiogramma staurophorum,diatoms,,,,,
Anomalinoides ciperensis,benthic foraminifera,,,,,
Verneuiliana sp.,benthic foraminifera,,,,,
Globigerinita glutinata juvenilis,planktic foraminfera,,,,,
Siphocampe nodosaria,radiolarians,,,,,
Agrenocythere gosnoldi,ostracod,,,,,
Ommatartus penultimus,radiolarians,,,,,
Globorotalia oscitans,planktic foraminfera,,,,,
Eunotia sp.,diatoms,,433419.0,Eunotia,genus,
Pediastrum sp.,dinoflagellates,,264972.0,Pediastrum,genus,
Globorotalia miozea miozea,planktic foraminfera,,,,,
Dingodinium cerviculum,dinoflagellates,,277199.0,Dingodinium cerviculum,species,
Lituotuba lituiformis,benthic foraminifera,,,,,
