taxon_group,verbatim_name,name,comment,taxon_name_above_genus,genus_modifier,genus_name,subgenera_modifier,subgenera_name,species_modifier,species_name,subspecies_modifier,subspecies_name,non_taxa_descriptor,comments,pbdb_taxon_id,pbdb_taxon_rank,pbdb_taxon_name
benthic_forams; benthic_forams; benthic_forams,Cibicidoides mundula; Cibicidoides mundulus; Cibicioides mundulus,Cibicidoides mundulus,,,,Cibicidoides,,,,mundulus,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides neoperforatus,Cibicidoides neoperforatus,,,,Cibicidoides,,,,neoperforatus,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides ornatus,Cibicidoides ornatus,,,,Cibicidoides,,,,ornatus,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides pachyderma,Cibicidoides pachyderma,,,,Cibicidoides,,,,pachyderma,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides pachyderma var. bathyalis,Cibicidoides pachyderma var. bathyalis,,,,Cibicidoides,,,,pachyderma,var.,bathyalis,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides parki,Cibicidoides parki,,,,Cibicidoides,,,,parki,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides perforatus,Cibicidoides perforatus,,,,Cibicidoides,,,,perforatus,,,,,1109,genus,Cibicidoides
benthic_forams; benthic_forams,Cibicidoides praemundulus; Cibicidoides premundulus,Cibicidoides praemundulus,species misspelled,,,Cibicidoides,,,,praemundulus,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides pseudoungerianus,Cibicidoides pseudoungerianus,,,,Cibicidoides,,,,pseudoungerianus,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides refulgens,Cibicidoides refulgens,,,,Cibicidoides,,,,refulgens,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides renzi,Cibicidoides renzi,,,,Cibicidoides,,,,renzi,,,,,1109,genus,Cibicidoides
benthic_forams; benthic_forams,Cibicidoides robertsoniana; Cibicidoides robertsonianus,Cibicidoides robertsonianus,,,,Cibicidoides,,,,robertsonianus,,,,,1109,genus,Cibicidoides
benthic_forams; benthic_forams,Cibicidoides sp.; Cibicidoides sp. indet.,Cibicidoides sp.,,,,Cibicidoides,,,,sp.,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides sp. 2,Cibicidoides sp. 2,,,,Cibicidoides,,,,sp. 2,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides sp. A,Cibicidoides sp. A,,,,Cibicidoides,,,,sp. A,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides sp. B,Cibicidoides sp. B,,,,Cibicidoides,,,,sp. B,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides sp. C,Cibicidoides sp. C,,,,Cibicidoides,,,,sp. C,,,,,1109,genus,Cibicidoides
benthic_forams; benthic_forams,Cibicidoides spp; Cibicidoides spp.,Cibicidoides spp.,,,,Cibicidoides,,,,spp.,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides subhaidingerii,Cibicidoides subhaidingerii,,,,Cibicidoides,,,,subhaidingerii,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides subspiratus,Cibicidoides subspiratus,,,,Cibicidoides,,,,subspiratus,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides truncanus,Cibicidoides truncanus,,,,Cibicidoides,,,,truncanus,,,,,1109,genus,Cibicidoides
benthic_forams,Cibicidoides wuellerstorfi,Cibicidoides wuellerstorfi,,,,Cibicidoides,,,,wuellerstorfi,,,,,1109,genus,Cibicidoides
radiolarians,Circodiscus (Porodiscus) circularis,Circodiscus Porodiscus circularis,,,,Circodiscus,,Porodiscus,,circularis,,,,,84824,genus,Circodiscus
radiolarians,Circodiscus microporus group,Circodiscus microporus,,,,Circodiscus,,,,microporus,,,,Circodiscus microporus group,84824,genus,Circodiscus
palynology,Cistus,Cistus sp.,,,,Cistus,,,,sp.,,,,,434992,genus,Cistus
benthic_forams,Citharina plumoides,Citharina plumoides,,,,Citharina,,,,plumoides,,,,,1115,genus,Citharina
radiolarians,Cladococcus abietinus,Cladococcus abietinus,,,,Cladococcus,,,,abietinus,,,,,84470,genus,Cladococcus
radiolarians,Clathrocyclas australis,Clathrocyclas australis,,,,Clathrocyclas,,,,australis,,,,,465,genus,Clathrocyclas
radiolarians,Clathrocyclas universa,Clathrocyclas universa,,,,Clathrocyclas,,,,universa,,,,,465,genus,Clathrocyclas
nannofossils,Clausicoccus fenestratus,Clausicoccus fenestratus,,,,Clausicoccus,,,,fenestratus,,,,,424053,genus,Clausicoccus
nannofossils,Clausicoccus obrutus,Clausicoccus obrutus,,,,Clausicoccus,,,,obrutus,,,,,424053,genus,Clausicoccus
nannofossils,Clausicoccus spp.,Clausicoccus spp.,,,,Clausicoccus,,,,spp.,,,,,424053,genus,Clausicoccus
nannofossils,Clausicoccus subdistichus,Clausicoccus subdistichus,,,,Clausicoccus,,,,subdistichus,,,,,424053,genus,Clausicoccus
nannofossils,Clausicoccus vanheckiae,Clausicoccus vanheckiae,,,,Clausicoccus,,,,vanheckiae,,,,,424053,genus,Clausicoccus
planktic_forams,Clavatorella sturanii?,Clavatorella ? sturanii,,,,Clavatorella,,,?,sturanii,,,,,1119,genus,Clavatorella
planktic_forams,Clavatorella bermudezi,Clavatorella bermudezi,,,,Clavatorella,,,,bermudezi,,,,,1119,genus,Clavatorella
planktic_forams,Clavigerinella eocenica,Clavigerinella eocenica,,,,Clavigerinella,,,,eocenica,,,,,1121,genus,Clavigerinella
planktic_forams,Clavigerinella spp. (fragments),Clavigerinella spp.,,,,Clavigerinella,,,,spp.,,,,fragments,1121,genus,Clavigerinella
planktic_forams,Clavihedbergella simplex,Clavihedbergella simplex,,,,Clavihedbergella,,,,simplex,,,,,1122,genus,Clavihedbergella
benthic_forams,Clavulina mexicana,Clavulina mexicana,,,,Clavulina,,,,mexicana,,,,,1124,genus,Clavulina
benthic_forams,Clavulina sp.,Clavulina sp.,,,,Clavulina,,,,sp.,,,,,1124,genus,Clavulina
benthic_forams,Clavulina subangularis,Clavulina subangularis,,,,Clavulina,,,,subangularis,,,,,1124,genus,Clavulina
benthic_forams,Clavulinoides sp.,Clavulinoides sp.,,,,Clavulinoides,,,,sp.,,,,,1125,genus,Clavulinoides
ostracods,Cletocythereis rastromarginata,Cletocythereis rastromarginata,,,,Cletocythereis,,,,rastromarginata,,,,,23987,genus,Cletocythereis
benthic_forams,Clinapertina subplanispira,Clinapertina subplanispira,,,,Clinapertina,,,,subplanispira,,,,,1128,genus,Clinapertina
radiolarians,Clinorhabdus anantomus,Clinorhabdus anantomus,,,,Clinorhabdus,,,,anantomus,,,,,87070,genus,Clinorhabdus
nannofossils; nannofossils; nannofossils,Nannofossil fragments; Reworked species; reworked taxa,Coccolithophyceae indet.,"group, not a taxa; not a taxa; not a taxa",Coccolithophyceae indet.,,,,,,,,,,Nannofossil fragments; Reworked species; reworked taxa,418920,class,Coccolithophyceae
nannofossils,Coccolithus abisectus,Coccolithus abisectus,,,,Coccolithus,,,,abisectus,,,,,87684,genus,Coccolithus
nannofossils; nannofossils,C. braarudii; Coccolithus braarudii,Coccolithus braarudii,,,,Coccolithus,,,,braarudii,,,,,87684,genus,Coccolithus
nannofossils,Coccolithus cachaoi,Coccolithus cachaoi,,,,Coccolithus,,,,cachaoi,,,,,87684,genus,Coccolithus
nannofossils,Coccolithus crassus,Coccolithus crassus,,,,Coccolithus,,,,crassus,,,,,87684,genus,Coccolithus
nannofossils,Coccolithus eopelagicus,Coccolithus eopelagicus,,,,Coccolithus,,,,eopelagicus,,,,,87684,genus,Coccolithus
nannofossils,Coccolithus eopelagicus ( >14µm),Coccolithus eopelagicus (>14 microns),,,,Coccolithus,,,,eopelagicus,,,>14 microns,,87684,genus,Coccolithus
nannofossils,Coccolithus formosus,Coccolithus formosus,,,,Coccolithus,,,,formosus,,,,,87684,genus,Coccolithus
nannofossils,Coccolithus gigas,Coccolithus gigas,,,,Coccolithus,,,,gigas,,,,,87684,genus,Coccolithus
nannofossils,Coccolithus miopelagicus,Coccolithus miopelagicus,,,,Coccolithus,,,,miopelagicus,,,,,87684,genus,Coccolithus
nannofossils; nannofossils; nannofossils,C. pelagicus; Coccolithus pelagicus; Coccolithus pelagicus (w/bar),Coccolithus pelagicus,,,,Coccolithus,,,,pelagicus,,,,Coccolithus pelagicus (w/bar),255403,species,Coccolithus pelagicus
nannofossils,Coccolithus pelagicus spp. azorinus,Coccolithus pelagicus azorinus,,,,Coccolithus,,,,pelagicus,,azorinus,,Coccolithus pelagicus spp. azorinus,255403,species,Coccolithus pelagicus
nannofossils,Coccolithus pelagicus spp. braarudii,Coccolithus pelagicus braarudii,,,,Coccolithus,,,,pelagicus,,braarudii,,Coccolithus pelagicus spp. braarudii,255403,species,Coccolithus pelagicus
nannofossils,Coccolithus pelagicus f. braarudii,Coccolithus pelagicus f. braarudii,,,,Coccolithus,,,,pelagicus,f.,braarudii,,,255403,species,Coccolithus pelagicus
nannofossils,Coccolithus pelagicus ssp. pelagicus,Coccolithus pelagicus pelagicus,,,,Coccolithus,,,,pelagicus,,pelagicus,,Coccolithus pelagicus ssp. pelagicus,255403,species,Coccolithus pelagicus
nannofossils,Coccolithus spp.,Coccolithus spp.,,,,Coccolithus,,,,spp.,,,,,87684,genus,Coccolithus
nannofossils; nannofossils,Coccolithus streckeri; Coccolithus streckerii,Coccolithus streckeri,,,,Coccolithus,,,,streckeri,,,,,87684,genus,Coccolithus
diatoms,Cocconeis vitrea?,Cocconeis ? vitrea,,,,Cocconeis,,,?,vitrea,,,,,387121,genus,Cocconeis
diatoms,Cocconeis californica,Cocconeis californica,,,,Cocconeis,,,,californica,,,,,387121,genus,Cocconeis
diatoms; diatoms,Cocconeis californica cf. kerguelensis; Cocconeis californica cf. kerguerensis,Cocconeis californica cf. kerguelensis,subspecies misspelled,,,Cocconeis,,,,californica,cf.,kerguelensis,,,387121,genus,Cocconeis
diatoms,Cocconeis costata,Cocconeis costata,,,,Cocconeis,,,,costata,,,,,387121,genus,Cocconeis
diatoms,Cocconeis disculus,Cocconeis disculus,,,,Cocconeis,,,,disculus,,,,,387121,genus,Cocconeis
diatoms,Cocconeis fasciolata,Cocconeis fasciolata,,,,Cocconeis,,,,fasciolata,,,,,387121,genus,Cocconeis
diatoms,Cocconeis fluminensis,Cocconeis fluminensis,,,,Cocconeis,,,,fluminensis,,,,,387121,genus,Cocconeis
diatoms,Cocconeis placentula,Cocconeis placentula,,,,Cocconeis,,,,placentula,,,,,387121,genus,Cocconeis
diatoms,Cocconeis pribilofensis,Cocconeis pribilofensis,,,,Cocconeis,,,,pribilofensis,,,,,387121,genus,Cocconeis
diatoms,Cocconeis pseudomarginatus,Cocconeis pseudomarginatus,,,,Cocconeis,,,,pseudomarginatus,,,,,387121,genus,Cocconeis
diatoms,Cocconeis scutellum,Cocconeis scutellum,,,,Cocconeis,,,,scutellum,,,,,387121,genus,Cocconeis
diatoms,Cocconeis sp. 1,Cocconeis sp. 1,,,,Cocconeis,,,,sp. 1,,,,,387121,genus,Cocconeis
diatoms,Cocconeis spp.,Cocconeis spp.,,,,Cocconeis,,,,spp.,,,,,387121,genus,Cocconeis
diatoms,Cocconeis vitrea,Cocconeis vitrea,,,,Cocconeis,,,,vitrea,,,,,387121,genus,Cocconeis
radiolarians,Collosphaera brattstroemi,Collosphaera brattstroemi,,,,Collosphaera,,,,brattstroemi,,,,,85054,genus,Collosphaera
radiolarians,Collonosphaera cyrtodon,Collosphaera cyrtodon,,,,Collosphaera,,,,cyrtodon,,,,,85054,genus,Collosphaera
radiolarians; radiolarians,Collonosphaera huxleyi; Collosphaera huxleyi,Collosphaera huxleyi,,,,Collosphaera,,,,huxleyi,,,,,85054,genus,Collosphaera
radiolarians,Collosphaera macropora,Collosphaera macropora,,,,Collosphaera,,,,macropora,,,,,85054,genus,Collosphaera
radiolarians,Collonosphaera murrayana,Collosphaera murrayana,,,,Collosphaera,,,,murrayana,,,,,85054,genus,Collosphaera
radiolarians,Collosphaera orthoconus,Collosphaera orthoconus,,,,Collosphaera,,,,orthoconus,,,,,85054,genus,Collosphaera
radiolarians,Collosphaera  sp.,Collosphaera sp.,,,,Collosphaera,,,,sp.,,,,,85054,genus,Collosphaera
radiolarians,Collosphaera spinosa,Collosphaera spinosa,,,,Collosphaera,,,,spinosa,,,,,85054,genus,Collosphaera
radiolarians,Collosphaera tuberosa,Collosphaera tuberosa,,,,Collosphaera,,,,tuberosa,,,,,85054,genus,Collosphaera
benthic_forams,Conglophragmium irregularis,Conglophragmium irregularis,,,,Conglophragmium,,,,irregularis,,,,,424083,genus,Conglophragmium
benthic_forams,Conorboides,Conorboides sp.,,,,Conorboides,,,,sp.,,,,,1153,genus,Conorboides
benthic_forams,Conorotalites,Conorotalites sp.,,,,Conorotalites,,,,sp.,,,,,1154,genus,Conorotalites
planktic_forams,Contusotruncana contusa,Contusotruncana contusa,,,,Contusotruncana,,,,contusa,,,,,1156,genus,Contusotruncana
planktic_forams,Contusotruncana fornicata,Contusotruncana fornicata,,,,Contusotruncana,,,,fornicata,,,,,1156,genus,Contusotruncana
planktic_forams,Contusotruncana patelliformis,Contusotruncana patelliformis,,,,Contusotruncana,,,,patelliformis,,,,,1156,genus,Contusotruncana
planktic_forams,Contusotruncana plicata,Contusotruncana plicata,,,,Contusotruncana,,,,plicata,,,,,1156,genus,Contusotruncana
planktic_forams,Contusotruncana walfischensis,Contusotruncana walfischensis,,,,Contusotruncana,,,,walfischensis,,,,,1156,genus,Contusotruncana
silicoflagellates,Corbisema cf. hastata cunicula,Corbisema cf. hastata cunicula,,,,Corbisema,,,cf.,hastata,,cunicula,,,387248,species,Corbisema hastata
silicoflagellates,Corbisema flexuosa,Corbisema flexuosa,,,,Corbisema,,,,flexuosa,,,,,435371,species,Corbisema flexuosa
diatoms,Corbisema hastata hastata,Corbisema hastata hastata,,,,Corbisema,,,,hastata,,hastata,,,387248,species,Corbisema hastata
diatoms,Corbisema triacantha,Corbisema triacantha,,,,Corbisema,,,,triacantha,,,,,71282,genus,Corbisema
diatoms,Corethron criophilum,Corethron criophilum,,,,Corethron,,,,criophilum,,,,,433095,genus,Corethron
diatoms,Corethron pennatum,Corethron pennatum,,,,Corethron,,,,pennatum,,,,,433095,genus,Corethron
benthic_forams,Cornuspira carinata,Cornuspira carinata,,,,Cornuspira,,,,carinata,,,,,1161,genus,Cornuspira
benthic_forams,Cornuspira involvens,Cornuspira involvens,,,,Cornuspira,,,,involvens,,,,,1161,genus,Cornuspira
benthic_forams; benthic_forams,Cornuspira; Cornuspira sp.,Cornuspira sp.,,,,Cornuspira,,,,sp.,,,,,1161,genus,Cornuspira
benthic_forams,Cornuspira spp.,Cornuspira spp.,,,,Cornuspira,,,,spp.,,,,,1161,genus,Cornuspira
radiolarians,Cornutella clathrata,Cornutella clathrata,,,,Cornutella,,,,clathrata,,,,,472,genus,Cornutella
radiolarians,Cornutella profunda,Cornutella profunda,,,,Cornutella,,,,profunda,,,,,472,genus,Cornutella
radiolarians,Corocalyptra cervus,Corocalyptra cervus,,,,Corocalyptra,,,,cervus,,,,,471,genus,Corocalyptra
radiolarians,Corocalyotra sp.,Corocalyptra sp.,,,,Corocalyptra,,,,sp.,,,,,471,genus,Corocalyptra
nannofossils,Corollithion kennedyi,Corollithion kennedyi,,,,Corollithion,,,,kennedyi,,,,,88494,species,Corollithion kennedyi
nannofossils,Coronocyclus bramlettei,Coronocyclus bramlettei,,,,Coronocyclus,,,,bramlettei,,,,,424279,genus,Coronocyclus
nannofossils; nannofossils; nannofossils; nannofossils; nannofossils,C.nitescens; Coronocyclas nitescens; Coronocyclus nitescens; Coronocyclus nitescens (circular); Coronocyclus nitescens (elliptical),Coronocyclus nitescens,,,,Coronocyclus,,,,nitescens,,,,Coronocyclus nitescens (circular); Coronocyclus nitescens (elliptical),424279,genus,Coronocyclus
nannofossils; nannofossils,Coronocyclus nitescens (ellipical); Coronocyclus nitescens elliptical,Coronocyclus nitescens (elliptical),,,,Coronocyclus,,,,nitescens,,,elliptical,,424279,genus,Coronocyclus
nannofossils,Coronocyclus prionion,Coronocyclus prionion,,,,Coronocyclus,,,,prionion,,,,,424279,genus,Coronocyclus
nannofossils,Coronocyclus spp.,Coronocyclus spp.,,,,Coronocyclus,,,,spp.,,,,,424279,genus,Coronocyclus
palynology,Corylus,Corylus sp.,,,,Corylus,,,,sp.,,,,,55296,genus,Corylus
benthic_forams,Coryphostoma midwayensis,Coryphostoma midwayensis,,,,Coryphostoma,,,,midwayensis,,,,,1165,genus,Coryphostoma
benthic_forams,Coryphostoma spp.,Coryphostoma spp.,,,,Coryphostoma,,,,spp.,,,,,1165,genus,Coryphostoma
diatoms,Coscinodiscus argus,Coscinodiscus argus,,,,Coscinodiscus,,,,argus,,,,,71292,genus,Coscinodiscus
diatoms,Coscinodiscus asteromphalus,Coscinodiscus asteromphalus,,,,Coscinodiscus,,,,asteromphalus,,,,,454441,species,Coscinodiscus asteromphalus
diatoms,Coscinodiscus decrescens,Coscinodiscus decrescens,,,,Coscinodiscus,,,,decrescens,,,,,71292,genus,Coscinodiscus
diatoms,Coscinodiscus gigas var. diorama,Coscinodiscus gigas var. diorama,,,,Coscinodiscus,,,,gigas,var.,diorama,,,454444,species,Coscinodiscus gigas
diatoms,Coscinodiscus lewisianus,Coscinodiscus lewisianus,,,,Coscinodiscus,,,,lewisianus,,,,,71292,genus,Coscinodiscus
diatoms,Coscinodiscus lewisianus var. spiralis,Coscinodiscus lewisianus var. spiralis,,,,Coscinodiscus,,,,lewisianus,var.,spiralis,,,71292,genus,Coscinodiscus
diatoms,Coscinodiscus marginatus,Coscinodiscus marginatus,,,,Coscinodiscus,,,,marginatus,,,,,387028,species,Coscinodiscus marginatus
diatoms,Coscinodiscus nodulifer,Coscinodiscus nodulifer,,,,Coscinodiscus,,,,nodulifer,,,,,71292,genus,Coscinodiscus
diatoms,Coscinodiscus obscurus,Coscinodiscus obscurus,,,,Coscinodiscus,,,,obscurus,,,,,71292,genus,Coscinodiscus
diatoms; diatoms; diatoms,Coscinodiscus oc-iridis; Coscinodiscus oculus iridis; Coscinodiscus oculus-iridis,Coscinodiscus oculus-iridis,,,,Coscinodiscus,,,,oculus-iridis,,,,,71292,genus,Coscinodiscus
diatoms,Coscinodiscus radiatus,Coscinodiscus radiatus,,,,Coscinodiscus,,,,radiatus,,,,,387034,species,Coscinodiscus radiatus
diatoms,Coscinodiscus sp. 1,Coscinodiscus sp. 1,,,,Coscinodiscus,,,,sp. 1,,,,,71292,genus,Coscinodiscus
diatoms; diatoms,Coscinodiscus sp. A; Coscinodiscus sp. A MSSTS,Coscinodiscus sp. A,,,,Coscinodiscus,,,,sp. A,,,,Coscinodiscus sp. A MSSTS,71292,genus,Coscinodiscus
diatoms,Coscinodiscus spp.,Coscinodiscus spp.,,,,Coscinodiscus,,,,spp.,,,,,71292,genus,Coscinodiscus
diatoms,Coscinodiscus symbolophorus,Coscinodiscus symbolophorus,,,,Coscinodiscus,,,,symbolophorus,,,,,71292,genus,Coscinodiscus
diatoms,Coscinodiscus temperei var. delicata,Coscinodiscus temperei var. delicata,,,,Coscinodiscus,,,,temperei,var.,delicata,,,71292,genus,Coscinodiscus
benthic_forams,Corscinospora arietina,Coscinospira arietina,,,,Coscinospira,,,,arietina,,,,,1167,genus,Coscinospira
planktic_forams,Costellagerina pilula,Costellagerina pilula,,,,Costellagerina,,,,pilula,,,,,1172,genus,Costellagerina
diatoms,Craspedodiscus coscinodiscus,Craspedodiscus coscinodiscus,,,,Craspedodiscus,,,,coscinodiscus,,,,,387039,species,Craspedodiscus coscinodiscus
diatoms,Craspedodiscus elegans,Craspedodiscus elegans,,,,Craspedodiscus,,,,elegans,,,,,82145,genus,Craspedodiscus
palynology,Crassulaceae,Crassulaceae indet.,,Crassulaceae indet.,,,,,,,,,,,55672,family,Crassulaceae
diatoms,Creania lacyae,Creania lacyae,,,,Creania,,,,lacyae,,,,,433623,genus,Creania
nannofossils,Crenalithus doronicoides,Crenalithus doronicoides,,,,Crenalithus,,,,doronicoides,,,,,453225,genus,Crenalithus
nannofossils,Cretarhabdus conicus,Cretarhabdus conicus,,,,Cretarhabdus,,,,conicus,,,,,88298,species,Cretarhabdus conicus
nannofossils,Cretarhabdus crenulatus,Cretarhabdus crenulatus,,,,Cretarhabdus,,,,crenulatus,,,,,87816,genus,Cretarhabdus
nannofossils,Cretarhabdus striatus,Cretarhabdus striatus,,,,Cretarhabdus,,,,striatus,,,,,88293,species,Cretarhabdus striatus
nannofossils,Cribrocentrum reticulatum,Cribrocentrum reticulatum,,,,Cribrocentrum,,,,reticulatum,,,,,424464,genus,Cribrocentrum
nannofossils,Cribrocorona gallica,Cribrocorona gallica,,,,Cribrocorona,,,,gallica,,,,,88436,species,Cribrocorona gallica
benthic_forams,Cribroelphidium sp.,Cribroelphidium sp.,,,,Cribroelphidium,,,,sp.,,,,,1184,genus,Cribroelphidium
planktic_forams,Cribrohantkenina inflata,Cribrohantkenina inflata,,,,Cribrohantkenina,,,,inflata,,,,,1188,genus,Cribrohantkenina
benthic_forams,Cribromiliolinella sp.,Cribromiliolinella sp.,,,,Cribromiliolinella,,,,sp.,,,,,240362,genus,Cribromiliolinella
benthic_forams,Cribronodosaria sp.,Cribronodosaria sp.,"in PBDB, but unaccepted; Accepted as Chrysalogonium (Schubert, 1908)",,,Cribronodosaria,,,,sp.,,,,,1192,genus,Cribronodosaria
benthic_forams,Cribrononion kerguelenense,Cribrononion kerguelenense,,,,Cribrononion,,,,kerguelenense,,,,,1193,genus,Cribrononion
benthic_forams,Cribrononion sp.,Cribrononion sp.,,,,Cribrononion,,,,sp.,,,,,1193,genus,Cribrononion
benthic_forams,Cribroloculina sp.,Cribrorobulina sp.,,,,Cribrorobulina,,,,sp.,,,,,1197,genus,Cribrorobulina
nannofossils,Cribrosphaerella daniae,Cribrosphaerella daniae,,,,Cribrosphaerella,,,,daniae,,,,,88435,species,Cribrosphaerella daniae
nannofossils,Cribrosphaerella ehrenbergii,Cribrosphaerella ehrenbergii,,,,Cribrosphaerella,,,,ehrenbergii,,,,,88434,species,Cribrosphaerella ehrenbergii
benthic_forams,Cribrostomoides nonioininoides,Cribrostomoides nonioininoides,,,,Cribrostomoides,,,,nonioininoides,,,,,1201,genus,Cribrostomoides
benthic_forams,Cribostomoides sp.,Cribrostomoides sp.,,,,Cribrostomoides,,,,sp.,,,,,1201,genus,Cribrostomoides
benthic_forams,Cricrostomoides spp.,Cribrostomoides spp.,,,,Cribrostomoides,,,,spp.,,,,,1201,genus,Cribrostomoides
benthic_forams,Cribrostomoides subglobosus,Cribrostomoides subglobosus,,,,Cribrostomoides,,,,subglobosus,,,,,1201,genus,Cribrostomoides
nannofossils,Cricolithus jonesii,Cricolithus jonesii,,,,Cricolithus,,,,jonesii,,,,,87714,genus,Cricolithus
benthic_forams,Cristellaria bradyi,Cristellaria bradyi,"in PBDB, but Unaccepted; Accepted as Peneroplis (Montfort, 1808)",,,Cristellaria,,,,bradyi,,,,,153335,genus,Cristellaria
diatoms,Crucidenticula kanayae,Crucidenticula kanayae,,,,Crucidenticula,,,,kanayae,,,,,433624,genus,Crucidenticula
diatoms,Crucidenticula nicobarica,Crucidenticula nicobarica,,,,Crucidenticula,,,,nicobarica,,,,,433624,genus,Crucidenticula
nannofossils,Cruciellipsis cuvillieri,Cruciellipsis cuvillieri,,,,Cruciellipsis,,,,cuvillieri,,,,,88291,species,Cruciellipsis cuvillieri
nannofossils,Cruciplacolithus asymmetricus,Cruciplacolithus asymmetricus,,,,Cruciplacolithus,,,,asymmetricus,,,,,87683,genus,Cruciplacolithus
nannofossils,Cruciplacolithus cruciformis,Cruciplacolithus cruciformis,,,,Cruciplacolithus,,,,cruciformis,,,,,87683,genus,Cruciplacolithus
nannofossils,Cruciplacolithus edwardsii,Cruciplacolithus edwardsii,,,,Cruciplacolithus,,,,edwardsii,,,,,87683,genus,Cruciplacolithus
