Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
359-U1467B-64X-5-A,0,74,487.01,487.75,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/3 (light yellowish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,Black grains,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides and Planolites",,,,359,U1467,B,64,X,5,A,,,,,
359-U1467B-64X-CC-A,0,25,487.75,488.0,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A).",,,,359,U1467,B,64,X,CC,A,,,,,
359-U1467B-65X-1-A,0,55,491.1,491.65,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,Black grains,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides and Planolites",,,,359,U1467,B,65,X,1,A,,,,,
359-U1467B-65X-1-A,55,103,491.65,492.13,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Planolites, Chondrites and Thalassinoides",,,,359,U1467,B,65,X,1,A,,,,,
359-U1467B-65X-1-A,103,118,492.13,492.28,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides and Planolites",,,,359,U1467,B,65,X,1,A,,,,,
359-U1467B-65X-1-A,118,150,492.28,492.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides, Planolites and Chondrites",,,,359,U1467,B,65,X,1,A,,,,,
359-U1467B-65X-2-A,0,36,492.6,492.96,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/3 (light yellowish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides",,,,359,U1467,B,65,X,2,A,,,,,
359-U1467B-65X-2-A,36,150,492.96,494.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides",,,,359,U1467,B,65,X,2,A,,,,,
359-U1467B-65X-3-A,0,135,494.1,495.45,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides, Zoophycos and Chondrites",,,,359,U1467,B,65,X,3,A,,,,,
359-U1467B-65X-4-A,0,150,495.6,497.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,Black grains,,,,mold,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides,Planolites",,,,359,U1467,B,65,X,4,A,,,,,
359-U1467B-65X-5-A,0,103,497.1,498.13,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides, Planolites and Chondrites",,,,359,U1467,B,65,X,5,A,,,,,
359-U1467B-65X-CC-A,0,32,498.13,498.45,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, well- sorted. Planktic foraminifera (A). Thalassinoides and Planolites",,,,359,U1467,B,65,X,CC,A,,,,,
359-U1467B-66X-1-A,0,150,500.8,502.3,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,,,intraclast,black grains,,,,,complete,6,Chondrites,,,Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A). Other ichnofossils: Thalassinoides. Color grades to light gray downcore.,,,,359,U1467,B,66,X,1,A,,,,,
359-U1467B-66X-2-A,0,50,502.3,502.8,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,intraclast,black grains,,,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Other ichnofossils: Planolites, Chondrites.",,,,359,U1467,B,66,X,2,A,,,,,
359-U1467B-66X-2-A,50,110,502.8,503.4,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 6/3 (light yellowish brown),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Other ichnofossils: Planolites.",,,,359,U1467,B,66,X,2,A,,,,,
359-U1467B-66X-2-A,110,135,503.4,503.65,foraminifer rich,packstone,3,foraminifer rich packstone,lithified,5,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,Chondrites,,,"Lithified planktic foraminifera-rich PACKSTONE. Planktic foraminifera (A), benthic foraminifera (P). Other ichnofossils: Planolites, Thallassinoides.",,,,359,U1467,B,66,X,2,A,,,,,
359-U1467B-66X-3-A,0,135,503.8,505.15,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,intraclast,black grains,,,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (R). Other ichnofossils: Planolites, Zoophycos. Dark (dark grayish brown) layers contain more mud compared to the lighter (light gray) layers. Grades from dark grayish brown at top to light gray and to light brownish gray at base.",,,,359,U1467,B,66,X,3,A,,,,,
359-U1467B-66X-4-A,0,100,505.3,506.3,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,,,,complete,6,,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (R).",,,,359,U1467,B,66,X,4,A,,,,,
359-U1467B-66X-5-A,0,63,506.3,506.93,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,mold,,,complete,6,,,,"Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P).",,,,359,U1467,B,66,X,5,A,,,,,
359-U1467B-66X-CC-A,0,29,506.93,507.22,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,foraminifera (benthic),,,,,mold,,,complete,6,,,,Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A). Drilling cakes.,,,,359,U1467,B,66,X,CC,A,,,,,
359-U1467B-67X-1-A,0,28,510.5,510.78,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,gradational,horizontal,Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).,,,,359,U1467,B,67,X,1,A,,,,,
359-U1467B-67X-1-A,28,52,510.78,511.02,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A), benthic foraminifera (P). Other ichnofossils: Planolites, Chondrites. Base is a drilling disturbance boundary.",,,,359,U1467,B,67,X,1,A,,,,,
359-U1467B-67X-1-A,52,150,511.02,512.0,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A). Soft layers in between hard lithified parts seem to be comparable sediments.,,,,359,U1467,B,67,X,1,A,,,,,
359-U1467B-67X-2-A,0,150,512.0,513.5,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Chondrites,,,Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A). Larger ichnofossils are possibly obscured by drilling disturbance.,,,,359,U1467,B,67,X,2,A,,,,,
359-U1467B-67X-3-A,0,134,513.5,514.84,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,Zoophycos,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A). Other ichnofossils: Planolites, Thallassinoides. Core section shows hard lithology surrounded by soft lithology.",,,,359,U1467,B,67,X,3,A,,,,,
359-U1467B-67X-4-A,0,108,515.0,516.08,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,black grains,,,,,complete,6,,gradational,horizontal,Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).,,,,359,U1467,B,67,X,4,A,,,,,
359-U1467B-67X-4-A,108,131,516.08,516.31,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,,,,,intraclast,black grains,,,,,complete,6,,,,Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A).,,,,359,U1467,B,67,X,4,A,,,,,
359-U1467B-67X-CC-A,0,34,516.31,516.65,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Lithified planktic foraminifera-rich WACKESTONE. Planktic foraminifera (A). Total series disturbed, drilling cakes + rubble.",,,,359,U1467,B,67,X,CC,A,,,,,
359-U1467B-68X-1-A,0,150,520.2,521.7,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foramininifera-rich WACKESTONE. Other ichnofossils: Planolites, Chondrites.",,,,359,U1467,B,68,X,1,A,,,,,
359-U1467B-68X-2-A,0,150,521.7,523.2,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Planolites,,,Lithified planktic foramininifera-rich WACKESTONE. Other ichnofossils: Thalassinoiudes.,,,,359,U1467,B,68,X,2,A,,,,,
359-U1467B-68X-3-A,0,135,523.2,524.55,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Planolites,,,"Lithified planktic foramininifera-rich WACKESTONE. Other ichnofossils: Thalassinoiudes, Zoophycos. Color grades from light gray to pale yellow and light grayish brown at base.",,,,359,U1467,B,68,X,3,A,,,,,
359-U1467B-68X-4-A,0,127,524.7,525.97,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Palaeophycus,,,"Lithified planktic foraminifera-rich WACKESTONE. Other ichnofossils: Thalassinoides, Planolites, Chondrites. Color grades from light grayish brown to light gray at base.",,,,359,U1467,B,68,X,4,A,,,,,
359-U1467B-68X-CC-A,0,30,525.97,526.27,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Other ichnofossils: Thalassinoides, Planolites, Chondrites. Color grades from light grayish brown to light gray at base.",,,,359,U1467,B,68,X,CC,A,,,,,
359-U1467B-69X-1-A,0,20,529.9,530.1,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,,gradational,horizontal,Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A).,,,,359,U1467,B,69,X,1,A,,,,,
359-U1467B-69X-1-A,20,50,530.1,530.4,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Thalassinoides,gradational,horizontal,Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides and Planolites are common.,,,,359,U1467,B,69,X,1,A,,,,,
359-U1467B-69X-1-A,50,130,530.4,531.2,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Thalassinoides,gradational,horizontal,Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides and Planolites are common.,,,,359,U1467,B,69,X,1,A,,,,,
359-U1467B-69X-1-A,130,150,531.2,531.4,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Thalassinoides,,,Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides and Planolites are common.,,,,359,U1467,B,69,X,1,A,,,,,
359-U1467B-69X-2-A,0,150,531.4,532.9,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,black grains,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides Chondrites, and Planolites are common. Sea urchin @ X2-117-119. Black grains (P). Moldic porosity.",,,,359,U1467,B,69,X,2,A,,,,,
359-U1467B-69X-3-A,0,45,532.9,533.35,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,black grains,,mold,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides Chondrites, and Planolites are common. Sea urchin @ X2-117-119. Black grains (P). Moldic porosity.",,,,359,U1467,B,69,X,3,A,,,,,
359-U1467B-69X-3-A,45,105,533.35,533.95,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,,,,,,,,mold,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides Chondrites, and Planolites are common. Black grains (P). Moldic porosity.",,,,359,U1467,B,69,X,3,A,,,,,
359-U1467B-69X-3-A,105,150,533.95,534.4,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,black grains,,mold,,,complete,6,Thalassinoides,,,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides Chondrites, and Planolites are common. Black grains (P). Moldic porosity.",,,,359,U1467,B,69,X,3,A,,,,,
359-U1467B-69X-4-A,0,135,534.4,535.75,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,black grains,,mold,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides Chondrites, and Planolites are common. Black grains (P). Moldic porosity.",,,,359,U1467,B,69,X,4,A,,,,,
359-U1467B-69X-5-A,0,20,535.9,536.1,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,black grains,,mold,,,complete,6,,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides Chondrites, and Planolites are common. Black grains (P). Moldic porosity.",,,,359,U1467,B,69,X,5,A,,,,,
359-U1467B-69X-5-A,20,114,536.1,537.04,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,black grains,,mold,,,complete,6,Thalassinoides,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides Chondrites, and Planolites are common. Black grains (P). Moldic porosity.",,,,359,U1467,B,69,X,5,A,,,,,
359-U1467B-69X-5-A,114,150,537.04,537.4,foraminifer rich,wackestone,2,foraminifer rich wackestone,lithified,5,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,intraclast,black grains,,mold,,,complete,6,,gradational,horizontal,"Lithified planktic foraminifera-rich WACKESTONE. Very fine-grained and moderately sorted. Molds are common. Planktic foraminifera (A). Thalassinoides Chondrites, and Planolites are common. Black grains (P). Moldic porosity.",,,,359,U1467,B,69,X,5,A,,,,,
